IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,161,2.76
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,163,2.76
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,160,2.75
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,164,2.74
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,162,2.74
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,163,2.74
34.140.239.154,2053,80,false,CDG,Europe,Paris,162,2.73
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,164,2.73
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,164,2.72
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,162,2.72
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,160,2.71
34.65.233.148,443,443,true,FRA,Europe,Frankfurt,189,2.69
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,160,2.56
34.175.95.58,2095,80,false,LIS,Europe,Lisbon,181,2.55
34.65.243.237,443,443,true,FRA,Europe,Frankfurt,195,2.54
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,161,2.52
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,163,2.52
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,162,2.52
34.175.133.251,2052,80,false,LIS,Europe,Lisbon,178,2.52
35.187.41.171,2083,80,false,CDG,Europe,Paris,167,2.50
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,165,2.49
35.187.41.171,2087,80,false,CDG,Europe,Paris,167,2.44
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,167,2.42
34.175.7.231,2053,80,false,LIS,Europe,Lisbon,181,2.40
34.175.133.251,2096,80,false,LIS,Europe,Lisbon,183,2.40
34.175.95.58,2083,80,false,LIS,Europe,Lisbon,180,2.40
34.175.7.231,2082,80,false,LIS,Europe,Lisbon,183,2.38
34.175.95.58,2052,80,false,LIS,Europe,Lisbon,181,2.38
34.175.99.73,2095,80,false,LIS,Europe,Lisbon,183,2.37
34.175.133.251,2095,80,false,LIS,Europe,Lisbon,182,2.37
34.175.244.157,2095,80,false,LIS,Europe,Lisbon,185,2.25
34.116.186.105,443,443,true,FRA,Europe,Frankfurt,181,2.24
34.175.244.157,2086,80,false,LIS,Europe,Lisbon,183,2.23
34.175.99.73,2052,80,false,LIS,Europe,Lisbon,181,2.22
34.175.7.231,2087,80,false,LIS,Europe,Lisbon,178,2.21
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,162,2.20
34.175.133.251,2087,80,false,LIS,Europe,Lisbon,181,2.20
34.175.7.231,2052,80,false,LIS,Europe,Lisbon,178,2.19
34.175.161.245,2053,80,false,LIS,Europe,Lisbon,178,2.19
34.175.168.99,2082,0,false,LIS,Europe,Lisbon,182,2.17
34.175.99.73,2096,80,false,LIS,Europe,Lisbon,183,2.16
34.65.255.117,443,443,true,CDG,Europe,Paris,173,1.95
34.118.64.153,443,443,true,FRA,Europe,Frankfurt,198,1.71
34.116.141.102,443,443,true,ATL,North America,Atlanta,224,1.36
34.118.119.77,443,443,true,LHR,Europe,London,185,1.13
35.194.241.8,8080,80,false,TPE,Asia Pacific,Taipei,46,1.04
35.186.176.230,443,443,true,IAD,North America,Ashburn,211,0.44
35.230.179.245,443,443,true,IAD,North America,Ashburn,211,0.40
35.236.228.222,443,443,true,IAD,North America,Ashburn,279,0.38
34.86.44.48,443,443,true,IAD,North America,Ashburn,211,0.38
34.86.147.42,443,443,true,IAD,North America,Ashburn,328,0.36
34.142.51.100,443,443,true,LHR,Europe,London,171,0.26
34.86.147.42,443,443,true,IAD,North America,Ashburn,215,0.25
34.64.105.49,80,0,false,ICN,Asia Pacific,Seoul,75,0.13
34.64.105.49,80,0,false,ICN,Asia Pacific,Seoul,71,0.13
34.64.105.49,80,0,false,ICN,Asia Pacific,Seoul,71,0.12
34.64.153.139,80,0,false,ICN,Asia Pacific,Seoul,72,0.12
34.146.45.46,80,0,false,NRT,Asia Pacific,Tokyo,73,0.12
34.64.153.139,80,0,false,ICN,Asia Pacific,Seoul,72,0.12
34.146.45.46,80,0,false,NRT,Asia Pacific,Tokyo,84,0.12
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,42,0.11
34.64.105.49,80,0,false,ICN,Asia Pacific,Seoul,74,0.10
35.227.174.52,80,0,false,SJC,North America,San Jose,156,0.08
35.241.70.8,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.06
34.144.205.165,80,0,false,SIN,Asia Pacific,Singapore,14,0.05
35.227.174.52,443,0,false,SJC,North America,San Jose,176,0.05
34.69.253.52,80,0,false,ORD,North America,Chicago,205,0.04
34.118.74.157,443,0,true,FRA,Europe,Frankfurt,187,0.04
34.69.253.52,80,0,false,ORD,North America,Chicago,205,0.03
34.92.171.182,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.03
34.92.171.182,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,205,0.03
34.118.88.129,443,0,true,FRA,Europe,Frankfurt,187,0.03
34.144.205.165,80,0,false,SIN,Asia Pacific,Singapore,18,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,221,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,204,0.02
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,4,0.02
35.241.9.203,80,0,false,ORD,North America,Chicago,23,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,42,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,9,0.02
35.230.237.32,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,204,0.01
35.184.199.202,80,0,false,ORD,North America,Chicago,203,0.01
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,26,0.01
34.80.222.234,80,0,false,TPE,Asia Pacific,Taipei,50,0.01
34.80.222.234,80,0,false,TPE,Asia Pacific,Taipei,45,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,1,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,9,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,72,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.243.171.71,80,0,false,ATL,North America,Atlanta,230,0.00
34.36.155.53,80,0,false,SIN,Asia Pacific,Singapore,27,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,6,0.00
34.87.179.168,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.179.168,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.160.41.203,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.36.241.241,80,0,false,SIN,Asia Pacific,Singapore,46,0.00
34.120.241.211,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
34.72.109.102,80,0,false,ORD,North America,Chicago,204,0.00
34.72.109.102,80,0,false,ORD,North America,Chicago,204,0.00
34.28.21.143,80,0,false,ORD,North America,Chicago,204,0.00
34.41.17.116,80,0,false,ORD,North America,Chicago,204,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,203,0.00
34.132.254.201,80,0,false,ORD,North America,Chicago,203,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,217,0.00
34.36.185.12,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
34.72.109.102,80,0,false,ORD,North America,Chicago,204,0.00
34.41.17.116,80,0,false,ORD,North America,Chicago,206,0.00
34.28.21.143,80,0,false,ORD,North America,Chicago,206,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,203,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,4,0.00
34.105.70.68,80,0,false,YVR,North America,Vancouver,156,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,26,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,41,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.240.51.85,80,0,false,CDG,Europe,Paris,227,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,2,0.00
34.87.179.168,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,164,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,164,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,204,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,7,0.00
34.94.240.47,80,0,false,LAX,North America,Los Angeles,168,0.00
34.94.240.47,80,0,false,LAX,North America,Los Angeles,175,0.00
34.94.240.47,80,0,false,LAX,North America,Los Angeles,168,0.00
34.105.123.165,80,0,false,SJC,North America,San Jose,156,0.00
34.94.240.47,80,0,false,LAX,North America,Los Angeles,169,0.00
34.105.123.165,80,0,false,SJC,North America,San Jose,156,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,163,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,20,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,674,0.00
35.220.132.211,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.80.186.184,8080,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.80.186.184,8080,0,false,HKG,Asia Pacific,Hong Kong,56,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,1,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.179.168,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.117.85.196,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.120.80.23,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
35.186.153.145,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.31.132,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.115.241,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.185.213,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.31.132,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.185.213,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.143.130.206,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.31.132,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.185.213,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.31.132,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.87.185.213,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.126.145.20,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
35.240.201.208,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.87.115.241,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.87.115.241,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
35.244.184.119,80,0,false,SIN,Asia Pacific,Singapore,6,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,6,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,8,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,18,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,21,0.00
34.126.145.20,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,28,0.00
34.149.110.146,80,0,false,SIN,Asia Pacific,Singapore,29,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,29,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,41,0.00
34.143.200.20,80,0,false,SIN,Asia Pacific,Singapore,43,0.00
35.229.172.56,80,0,false,TPE,Asia Pacific,Taipei,46,0.00
35.201.224.7,443,443,true,HKG,Asia Pacific,Hong Kong,47,0.00
35.194.176.159,443,443,true,HKG,Asia Pacific,Hong Kong,49,0.00
34.93.62.7,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
35.227.211.1,80,0,false,SIN,Asia Pacific,Singapore,73,0.00
34.84.172.225,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.84.172.225,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,81,0.00
34.141.84.126,80,0,false,FRA,Europe,Frankfurt,154,0.00
35.246.247.95,443,443,true,FRA,Europe,Frankfurt,154,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,155,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,155,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,156,0.00
34.105.123.165,80,0,false,SJC,North America,San Jose,156,0.00
35.230.4.252,80,80,false,SEA,North America,Seattle,156,0.00
34.105.108.99,443,443,true,SJC,North America,San Jose,157,0.00
34.32.207.49,443,0,true,FRA,Europe,Frankfurt,160,0.00
34.154.56.153,443,0,true,FRA,Europe,Frankfurt,163,0.00
35.204.94.66,8443,443,true,AMS,Europe,Amsterdam,167,0.00
34.32.128.0,443,0,true,CDG,Europe,Paris,168,0.00
34.32.237.155,443,443,true,FRA,Europe,Frankfurt,168,0.00
34.32.181.239,443,0,true,CDG,Europe,Paris,169,0.00
34.32.222.246,443,443,true,FRA,Europe,Frankfurt,171,0.00
34.32.255.116,443,443,true,FRA,Europe,Frankfurt,172,0.00
34.116.184.79,443,443,true,FRA,Europe,Frankfurt,172,0.00
34.118.13.64,443,0,true,EWR,North America,Newark,173,0.00
35.204.82.234,443,443,true,FRA,Europe,Frankfurt,173,0.00
34.32.252.75,443,443,true,CDG,Europe,Paris,175,0.00
34.118.2.147,443,0,true,FRA,Europe,Frankfurt,175,0.00
34.154.209.179,443,0,true,FRA,Europe,Frankfurt,176,0.00
34.32.206.100,443,0,true,CDG,Europe,Paris,176,0.00
34.175.161.245,2095,80,false,LIS,Europe,Lisbon,176,0.00
34.175.95.58,2053,80,false,LIS,Europe,Lisbon,177,0.00
34.175.95.58,2086,80,false,LIS,Europe,Lisbon,177,0.00
34.175.244.157,2053,80,false,LIS,Europe,Lisbon,178,0.00
34.175.161.245,2086,80,false,LIS,Europe,Lisbon,178,0.00
34.175.99.73,2086,80,false,LIS,Europe,Lisbon,178,0.00
34.175.244.157,2083,80,false,LIS,Europe,Lisbon,178,0.00
34.116.139.71,443,0,true,LHR,Europe,London,178,0.00
34.175.161.245,2052,80,false,LIS,Europe,Lisbon,179,0.00
34.32.166.130,443,443,true,FRA,Europe,Frankfurt,179,0.00
34.175.99.73,2082,80,false,LIS,Europe,Lisbon,179,0.00
35.204.6.1,443,443,true,FRA,Europe,Frankfurt,179,0.00
34.175.168.99,2052,80,false,LIS,Europe,Lisbon,180,0.00
34.175.161.245,2087,80,false,LIS,Europe,Lisbon,180,0.00
34.175.133.251,2082,80,false,LIS,Europe,Lisbon,180,0.00
34.175.133.251,2053,80,false,LIS,Europe,Lisbon,180,0.00
34.175.133.251,2083,80,false,LIS,Europe,Lisbon,180,0.00
34.116.168.27,443,443,true,FRA,Europe,Frankfurt,181,0.00
34.175.161.245,2096,80,false,LIS,Europe,Lisbon,181,0.00
34.116.220.184,443,443,true,CDG,Europe,Paris,181,0.00
34.175.244.157,2087,0,false,LIS,Europe,Lisbon,181,0.00
34.175.161.245,2082,80,false,LIS,Europe,Lisbon,182,0.00
34.175.168.99,2096,80,false,LIS,Europe,Lisbon,183,0.00
34.175.244.157,2096,80,false,LIS,Europe,Lisbon,183,0.00
34.175.95.58,2096,80,false,LIS,Europe,Lisbon,184,0.00
34.32.247.234,443,443,true,FRA,Europe,Frankfurt,184,0.00
34.32.198.255,443,443,true,FRA,Europe,Frankfurt,186,0.00
34.116.132.90,443,443,true,FRA,Europe,Frankfurt,186,0.00
34.116.146.232,443,0,true,FRA,Europe,Frankfurt,188,0.00
34.118.16.83,443,0,true,FRA,Europe,Frankfurt,189,0.00
34.118.4.248,443,443,true,FRA,Europe,Frankfurt,189,0.00
34.116.218.107,443,443,true,AMS,Europe,Amsterdam,195,0.00
35.204.152.142,443,443,true,FRA,Europe,Frankfurt,197,0.00
34.135.54.87,80,0,false,ORD,North America,Chicago,204,0.00
34.67.161.168,80,0,false,ORD,North America,Chicago,205,0.00
35.239.72.131,80,0,false,ORD,North America,Chicago,205,0.00
34.69.253.52,80,0,false,ORD,North America,Chicago,205,0.00
34.72.23.190,8080,0,false,ORD,North America,Chicago,205,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,209,0.00
35.245.28.200,443,443,true,IAD,North America,Ashburn,211,0.00
35.231.5.47,80,0,false,ATL,North America,Atlanta,216,0.00
35.229.19.84,80,0,false,ATL,North America,Atlanta,217,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,218,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,218,0.00
35.243.254.173,80,0,false,ATL,North America,Atlanta,220,0.00
34.32.255.172,8443,0,true,AMS,Europe,Amsterdam,229,0.00
